,DateOccured,DateReported,Location,Duration
26176,20040617,20040618," Ranshaw, PA",3:00
26177,19740607,20040708," Ponce,",1 minute
26178,20040604,20040605," Glendale, AZ",45-50 minutes
26179,20040519,20040519," Kent (UK/England),",15minutes
26180,19720920,20040523," Hermann, MO",? up to 5min.
26181,20040707,20040707," Cleveland, OH",just a few seconds
26182,20021107,20040522," Saint Cloud, MN",20 seconds
26183,19930501,20040605," Magnolia, MS",5 minutes or so
26184,20031212,20040529," Bilbao,",15 min
26185,20040609,20040609," Nelson/Ruby Bay (New Zealand),",until morning
26186,20040426,20040522," St. Petersburg Beach, FL",approx. 10 min.
26187,20040620,20040620," Haifa (Israel),",10 seconds
26188,20040623,20040623," Lancaster, OH",2 Minutes
26189,20040619,20040620," Devon Meadows (VIC, Australia),",3 seconds
26190,20030117,20040624," Jacksonville, AR",1 min
26191,20040626,20040626," Wheeling, WV",10 seconds
26192,20040522,20040522," High Falls, NY",2 seconds
26193,20040602,20040602," Orinda, CA",30 seconds
26194,20040514,20040528," Toronto (Canada), ON",1
26195,20040619,20040705," Serra Negra (Brazil),","1,5 Minut"
26196,20040623,20040624," Newton Falls, OH",23 minutes
26197,20040709,20040709," Corpus Christi, TX",30 seconds
26198,20040312,20040609," San Diego, CA",5 sec
26199,20040614,20040616," Scottsdale, AZ",
26200,0,20040529," Milltown (Canada), NB",
26201,20040517,20040519," Farmer City, IL",5 seconds
26202,20040626,20040628," Johnsonburg, NJ",1-2 minutes
26203,20040516,20040517," Milwaukee, WI",15 seconds
26204,20040618,20040618," Newtown, PA",5 secs
26205,19800501,20040705," Seattle, WA",5 minutes
26206,20040608,20040609," Nanaimo, Parksville (Canada), BC",10 minutes
26207,20040610,20040612," Portland, OR",25 minutes
26208,0,20040702," Playa Del Rey, CA",3-5 seconds
26209,20040626,20040628," Toronto (Canada), ON",1 minute
26210,20030710,20040531," Castlegar (Canada), BC",2-3 min
26211,20040604,20040605," Maple Valley, WA",3 minutes
26212,20030924,20040606," Fort Lauderdale, FL",2 minutes
26213,20040527,20040605," Klamath Falls, OR",5 min
26214,20040505,20040531," Safford, AZ",6 seconds
26215,20040613,20040614," Conconully, WA",5 seconds
26216,20040515,20040528," Utrecht (Netherlands),",00:01:00
26217,20040614,20040614," Orem, UT",1/2 hour
26218,19571228,20040610," Madison, WI",1 hour
26219,20040611,20040611," Hyderabad (Pakistan),",10-15seconds
26220,20040620,20040624," Bellingham, WA",unknown
26221,20001115,20040521," Comanche, TX",approx 30 sec
26222,20040608,20040608," Maineville, OH",
26223,20040520,20040521," Gila Bend, AZ",60 minutes
26224,20020512,20040606," Montreal (Canada), QC",64 seconds
26225,20010116,20040605," Los Angeles, CA",10 MINUTES
26226,20040622,20040623," San Antonio, TX",10 minutes
26227,19660415,20040605," Interior (near), SD",15min
26228,20040620,20040621," Seattle, WA",90 seconds
26229,20040522,20040523," Sumas, WA",2 minutes
26230,20040702,20040702," Cortland, NY",1 hour
26231,19670623,20040605," Boise, ID",2 minutes
26232,20040618,20040618," Blountville, TN",30 seconds
26233,20040520,20040522," Montrose, CO",3 seconds
26234,20040605,20040607," Springville, CA",10 min.
26235,19610615,20040608," Huntsville, AL",about 3-4 minutes
26236,20040209,20040523," Wallingford, IA",Seconds
26237,20040507,20040611," Houston, TX",30 seconds
26238,20030810,20040607," Hannibal, MO",15 minutes
26239,20040615,20040615," Shepton Mallet (UK/England),",Less than 1 minute
26240,19920829,20040611," Algonac, MI",3 MINUTES
26241,20040527,20040527," Welland (Canada), ON",5-6 minutes
26242,20040605,20040605," Santa Barbara, CA",1 second
26243,20040530,20040529," Riverdale, GA",1 second
26244,20040530,20040601," Pickens, SC",Under a minute
26245,19971225,20040602," Charlotte, NC",20-30 sec
26246,20040611,20040615," Charleston, IL",2 MINS
26247,19990420,20040531," Milton (Canada), ON",5 minutes
26248,19940807,20040707," New South Wales (Australia),",1-2 minutes
26249,20001118,20040608," New York City, NY",3 minutes
26250,19470711,20040615," Roswell, NM",One hour
26251,20040602,20040614," Pahrump, NV",
26252,20040605,20040605," Bloomer, WI",about an hour
26253,20040602,20040623," Albufeira (Portugal),",2-3mins
26254,19960601,20040610," Kambalda (Western Australia),",15 MIN
26255,20040614,20040701," Phoenix, AZ",2 min
26256,20040520,20040520," Superior, WI",3 min
26257,20040626,20040704," Channelview, TX",6 to 8 seconds
26258,20040526,20040601," Cancun (Mexico),",10 min
26259,19961020,20040622," Tipton, IN",15 minutes
26260,19720701,20040611," Stone Mountain, GA",10 minutes
26261,19791112,20040601," Fort Lauderdale, FL",5 minutes
26262,20040219,20040706," Meridian, MS",20 minutes
26263,20040415,20040617," Hayden, ID",one minute
26264,19961010,20040626," Monroe County, OH",1 minute
26265,20031017,20040627," Las Vegas, NV",1-2 minutes
26266,20040609,20040615," Wilmington, NC",
26267,19760601,20040609," Newark, OH",5 minutes
26268,20040603,20040603," Bellevue, WA",seconds
26269,20040216,20040525," Spokane, WA",approx: 2 hours
26270,20040603,20040603," Albuquerque, NM",1-2 min
26271,20040620,20040621," Gumeracha (South Australia),",1-2
26272,20040520,20040531," Superior, MT",10 minutes
26273,19650715,20040605," Mansfield, OH",15min
26274,20040516,20040617," Naples, FL",5 sec
26275,20040620,20040620," Round Rock, TX",3 minutes
26276,20011004,20040707," Hoffman, IL",10 min. approx.
26277,20040520,20040521," Honolulu, HI",30-45 seconds
26278,19590715,20040618," New Albany, IN",5 minutes
26279,19850820,20040630," Levittown, PA",5 min
26280,19870815,20040706," Bremen, GA",split second
26281,19570715,20040604," Houston, TX",2 min
26282,20040616,20040618," Portland, OR",3 minutes
26283,19700505,20040624," New York City, NY",5 min.
26284,19970726,20040611," Warrensburg, MO",45 minuts
26285,20040315,20040611," Napa, CA",10 seconds
26286,20040705,20040706," Tipton, PA",30 seconds
26287,20030615,20040624," Monterey, CA",15 seconds
26288,19870720,20040707," Widnes (UK/England),",a minute
26289,20040405,20040605," Derby (UK/England),",4 mins +
26290,19671230,20040607," Bithlo, FL",Approx. 7 hours
26291,20040615,20040615," Boulder, CO",3-4 minutes
26292,20040501,20040614," Butte, MT",2minutes
26293,20040607,20040607," Cotati, CA",2 minutes
26294,20040615,20040615," St. Paul Park, MN",
26295,20040518,20040523," Westminster, CO",26 seconds
26296,19911115,20040518," Pensacola, FL",approx. 20 mins
26297,20040621,20040626," Ladysmith (Canada), BC",2 Minutes
26298,19950312,20040621," Cumberland, MD",seconds
26299,20040523,20040601," Peoria, IL",Unknown
26300,20040707,20040707," Monroe, LA",3 SECONDS
26301,20040410,20040519," Blythe, CA",unknow
26302,20040602,20040626," Pahrump, NV",1 hour
26303,20040705,20040707," Spring, TX",approx 7 min
26304,20040619,20040619," Mesquite, NV",5 seconds
26305,20040517,20040523," Vernon (Canada), BC",
26306,19910820,20040605," Parrsboro (Canada), NS",30 - 60 minutes
26307,20040704,20040705," Damascus, MD",2 min
26308,19910816,20040613," Arizona (northern), AZ",20 seconds
26309,20040609,20040609," San Leandro, CA",15 mins
26310,20040701,20040702," Pickering (Canada), ON",20 min
26311,19730705,20040522," Dryden (Canada), ON",20-30 seconds
26312,20040621,20040702," Salisbury (UK/England),",unkown
26313,20040527,20040608," Cold Lake (Canada), AB",10 minutes
26314,19960630,20040619," Lake Havasu City, AZ",10 minutes
26315,20040601,20040601," Benicia, CA",5 minutes
26316,20040626,20040628," Clarkston, MI",15 seconds
26317,20040522,20040521," Tampa, FL",a minute or two
26318,20040603,20040610," Seattle, WA",3 sec
26319,20040628,20040627," Columbus, OH",1 minute
26320,20040513,20040523," Prince George (Canada), BC",4 minutes
26321,20040706,20040706," Paragould, AR",6 seconds
26322,19651222,20040616," Houston (west of), TX",3 minutes
26323,20040706,20040708," Cambridgeshire (UK/England),",25 minutes
26324,20040605,20040612," El Dorado Hills, CA",20 Minutes
26325,20040613,20040614," Sandy, UT",few secs each
26326,20040624,20040624," Lincoln, NE",2minutes
26327,20040624,20040625," India,",15 seconds
26328,19710815,20040605," Woodland, WA",15 seconds
26329,20040114,20040615," Culpeper, VA",not sure
26330,20030712,20040620," London (UK/England),",20-25 miniutes
26331,20040520,20040520," Boston, MA",20 seconds
26332,19950610,20040523," Crescent City, CA",20 mins
26333,19980620,20040620," Dover, DE",30 seconds
26334,20040616,20040621," Gerber Reservoir, OR",2 Hours
26335,20040529,20040529," Edgewater, CO",15 minutes
26336,20040521,20040525," Clinton, MO",5 min
26337,20040531,20040531," Kansas City, MO",30 seconds
26338,20040625,20040625," , NV",10 seconds
26339,20030928,20040618," Cornelius, OR",5 secs.
26340,19960919,20040523," West Yorkshire (UK/England),",
26341,20040530,20040614," Sedona, AZ",1 minute
26342,20040524,20040524," Hagarville, AR",15 seconds
26343,20040624,20040628," East Wenatchee, WA",20 Minutes
26344,20040305,20040627," Ceres, CA",1 + minutes
26345,20040622,20040622," Santa Maria, CA",15min
26346,19780701,20040613," Near Toledo, OH",5 minutes
26347,19840620,20040605," Sacramento, CA",00:25
26348,20040602,20040603," Scottsdale, AZ",15 minutes
26349,20040613,20040617," Midland, TX",1-5 min
26350,20040527,20040527," Durham, NC",3 minutes
26351,20040603,20040603," Whitby (Canada), ON",10 seconds
26352,20040604,20040605," Reno, NV",2 minutes
26353,20020915,20040626," Lake Pleasent State Park, AZ",About an Hour
26354,20040620,20040620," Windsor (Canada), ON",15 seconds
26355,19751231,20040605," Webb, MS",approx 5 mins
26356,19960810,20040608," No. Hollywood, CA",5 seconds
26357,20040621,20040621," Richmond Hill, NY",saw this twice 5 seconds
26358,20040619,20040620," Wheeling, WV",1 minute
26359,19630701,20040609," New York City (Brooklyn), NY",~3 minutes
26360,19701001,20040706," Indian Ocean (USN vessel),",3-4 minutes
26361,20040613,20040614," San Francisco, CA",5 to 10 minutes
26362,20040622,20040629," Toronto (Canada), ON",15 seconds
26363,20040610,20040611," San Antonio, TX",1
26364,20040602,20040603," Collingdale, PA",8 seconds
26365,20040626,20040626," Toronto (Canada), ON",2minutes
26366,19780811,20040613," Auburn, CA",15 minutes
26367,19880810,20040524," Jamesville, NY",30 seconds
26368,20040522,20040524," Ojai, CA",1 hour
26369,20031115,20040606," Irmo, SC",5 minutes
26370,20030901,20040606," Grants Pass, OR",3 min
26371,20040519,20040523," Fairmont, MN",
26372,20040619,20040619," Westland, MI",30 min
26373,20040704,20040706," El Cajon, CA",15 minutes
26374,19540801,20040519," Dyer, IN",15 seconds+++
26375,20040616,20040616," Bristol, TN",4 minutes
26376,19770621,20040627," Chopin, LA",30 - 90 min.
26377,20040613,20040613," Sandy, UT",10 min
26378,20040701,20040701," Elk Grove, IL",5 minutes
26379,20040619,20040623," Kansas City, MO",2.0 minutes
26380,20040523,20040523," Dorset (UK/England),",8 mins
26381,20040620,20040619," Tecumseh (Canada), ON",5 mins
26382,20040519,20040520," San Antonio, TX",10 seconds
26383,20040614,20040617," Lake Worth, FL",4 min
26384,20040704,20040706," Spring Valley, CA",18.5 minutes
26385,19860801,20040527," Bankson Lake/Lawton, MI",15 Minutes
26386,20040626,20040626," Berea, OH",15 seconds
26387,20040519,20040523," Trail (Canada), BC",
26388,20040603,20040603," Chandler, AZ",
26389,20040520,20040520," Indore (India),",4 hours
26390,20040701,20040703," Glendale, AZ",1 1/2 - 2 hrs.
26391,20040515,20040521," Satara (India),",5 min
26392,20040516,20040517," Lockport, NY",5min
26393,19850828,20040625," North Bay (Canada), ON",20 minutes
26394,20040619,20040628," Indio, CA",30-45 SEC
26395,19780915,20040525," Pampa, TX",10 minutes
26396,20021230,20040607," Orlando (outside), FL",20 minutes
26397,20040621,20040621," Bow, NH",20 mins
26398,20040627,20040627," Tempe, AZ",1hr 15min
26399,20040611,20040612," Krusevac (Serbia),",2 min
26400,20040617,20040617," Puyallup, WA",20 minutes
26401,20040426,20040522," St. Petersburg Beach, FL",10 min
26402,20040508,20040517," Cleveland, OH",30sec.
26403,20040517,20040517," Culloden, WV",app 15 min
26404,20040616,20040620," Ames, IA",3 min.
26405,19800711,20040605," San Andreas, CA",1.5 to 2 hrs
26406,20040510,20040530," Delta (Canada), BC",5 mins
26407,20040519,20040528," Punta Brava (Mexico),",1 minute
26408,20040618,20040617," Lawrenceburg, IN",20 sec
26409,20040613,20040614," Southampton (UK/England),",20 minutes
26410,20010701,20040605," Kimberling City, MO",1 hour
26411,20040403,20040605," Alcalde, NM",55 minutes +
26412,19741014,20040603," Fulton, MO",1 minutes
26413,20040617,20040620," Phoenix, AZ",10 minutes
26414,20040112,20040523," Truro, IA",2 minutes
26415,20040524,20040603," Kent, WA",2 sec
26416,20040620,20040621," Brea, CA",2 seconds
26417,20040519,20040523," Ohsweken (Canada), ON",5 or 6 seconds
26418,20020501,20040526," Kuala Lumpur (Malaysia),",10-5
26419,20040517,20040517," St. Louis, MO",30 seconds
26420,20040516,20040518," Tucson, AZ",5 seconds
26421,20040517,20040520," Sonora, CA",10 Minutes
26422,20040519,20040520," Denver, CO",at least 20 minutes
26423,20040530,20040530," San Juan Capistrano, CA",30 mins.
26424,19750523,20040604," San Antonio, TX",45 seconds
26425,20040406,20040606," Cork (Republic of Ireland),",1 hour
26426,20040626,20040629," Windsor (Canada), ON",30 seconds
26427,20040529,20040604," Kentucky (rural), KY",TWO MINUTES
26428,20040706,20040708," Chicago, IL",20 seconds
26429,20040618,20040618," Elk Grove (Rte. 53, northbound), IL",10 min
26430,20040629,20040701," Lafayette, CA",dream
26431,20030918,20040602," Edmond, OK",2 mins
26432,20040630,20040701," Hubbard, MN",30 min.
26433,20030910,20040605," Soap Lake, WA",2 hours
26434,20040603,20040604," Beckley, WV",One minute +
26435,19780815,20040601," Covington, WA",10 minutes
26436,20040624,20040624," Webster, NY",5 to 10 min
26437,20040708,20040708," Otis, OR",4 minutes
26438,20040613,20040614," Burien, WA",12 seconds
26439,20040612,20040614," Long Beach, CA",1 hour
26440,20030327,20040605," Norton, OH",15 minutes
26441,20040613,20040613," Crisfield, MD",2 minutes+
26442,19650815,20040611," West Lafayette, IN",5 minutes
26443,20040505,20040524," France (Pyrenees Mountains),",4 seconds
26444,19970313,20040620," Mt. Springs (Cooke County), TX",9 second
26445,20040627,20040628," Mentor, OH",2 min
26446,20040522,20040525," Parker, CO",10 sec.
26447,20040515,20040621," Lake Charles, LA",20 seconds
26448,20040703,20040704," Lakeside, CA",2min
26449,20040704,20040707," North Richland Hills, TX",5 minutes
26450,19871026,20040708," Fort Wayne, IN",8 minutes
26451,20040604,20040604," Galena, IL",30-40 seconds
26452,20040414,20040525," Sherman, TX",15-25 SEC
26453,19751012,20040615," Perth (w. of; Southern Cross) (Western Australia),",15 minutes
26454,19800816,20040607," Pine Springs, TX",2 to 3 minutes
26455,20040603,20040609," Peoria, IL",2 minutes
26456,20040703,20040703," Boulder, CO",30 minutes
26457,20040603,20040604," Douglasville, GA",45 sec
26458,20040611,20040611," Wichita, KS",8 seconds
26459,20040618,20040618," Philadelphia, PA",30 seconds
26460,20020313,20040526," Richardson, TX",20 min.
26461,20040515,20040520," Canton, IL",3seconds
26462,20040626,20040627," Lexington, MI",15 seconds
26463,20040619,20040619," Holly, MI",45 minutes
26464,19880920,20040517," Mansfield (outside of), OH",15-20minutes
26465,20040627,20040627," New York City, NY",1+ seconds
26466,20040630,20040630," San Juan (Puerto Rico), PR",10 to 15 min
26467,20040529,20040529," Carlsbad, CA",15 MIN
26468,20040624,20040625," San Bernardino, CA",5
26469,20000306,20040604," Gersh&oslash;j (Denmark),",A couple of hours
26470,20040605,20040605," Westminster, CO",8-10 sec
26471,20040319,20040707," San Jos&eacute; (Costa Rica),",20 minutes
26472,20040523,20040525," Santa Monica, CA",1 minute
26473,20040602,20040603," Mosheim, TN",20 seconds
26474,20040607,20040608," Bastrop, LA",25-30 seconds
26475,20040605,20040606," Livonia, MI",1.5 hours
26476,20040603,20040706," Toronto (Canada), ON",Unsure
26477,19640501,20040605," Orangevale, CA",Five minutes
26478,20040707,20040708," Cleveland, OH",5 seconds
26479,20040702,20040707," Heiskell, TN",3-4 minutes
26480,20040517,20040603," Puerto Vallarto (Mexico),",40 minutes
26481,20040611,20040611," Buffalo, NY",1 minute
26482,20040617,20040621," Poway, CA",1:45
26483,20040617,20040627," Chandler, AZ",lights
26484,20040627,20040702," Durban (South Africa),",3 hours
26485,20040319,20040319," Atlanta, GA",5-10 min.
26486,19650515,20040604," Burlington, WA",5 minutes
26487,19990803,20040521," Blue Ridge Summit (area), PA",12 minutes
26488,20040618,20040618," Philadelphia, PA",25sec. (aprox)
26489,20040525,20040525," Washington, D.C., DC",10 seconds
26490,20040519,20040520," Tulsa, OK",5 sec
26491,20040707,20040707," Aurora, CO",10 seconds
26492,20040606,20040612," London (UK/England),",2 minutes
26493,20040507,20040519," Carterville, IL",under 2 minutes
26494,20040516,20040518," South Haven, MI",3 Seconds
26495,20040522,20040523," Sonora, CA",2 minutes
26496,20040531,20040531," Omaha, NE",10 min
26497,20040518,20040519," Cedarfalls, IA",3 minutes
26498,20040304,20040615," Denver, CO",2 hours
26499,20040626,20040628," Sagamore Hills, OH",5-10 minutes
26500,20040521,20040524," Washington, D.C., DC",five minutes
26501,20040611,20040611," El Paso, TX",5-10 sec
26502,20040620,20040623," Seattle, WA",3 seconds
26503,20040611,20040613," New Port Richey, FL",walking dogs
26504,20040603,20040603," Port Angeles, WA",3 seconds
26505,20040530,20040530," Claremont, CA",Over an hour.
26506,20020126,20040620," Sydney (NSW, Australia),",3-5mins
26507,19950615,20040617," Miami, FL",10 - 15 Min.
26508,20040629,20040630," Bolivar, MO",30 minutes
26509,20040626,20040627," Shasta Lake, CA",1 minute
26510,19950115,20040606," Blythe, CA",unknown
26511,20040423,20040620," Tavares, FL",5-7 minutes
26512,20040620,20040620," Farmington, MO",5 minutes
26513,19760501,20040611," Coventry, RI",3min
26514,20040707,20040707," Englewood, CO",4 minutes
26515,20040624,20040625," Englewood, NJ",90 sec
26516,20040607,20040609," Crestview, FL",30 seconds
26517,20040610,20040627," Montville, OH",5 min
26518,20030717,20040617," San Antonio, TX",5-10 minutes
26519,20040629,20040630," Hamilton, OH",10nim
26520,20040305,20040605," Punta Gorda, FL",10 Minutes
26521,20040611,20040611," Vila Nova de Gaia (Porto) (Portugal),",about 1 hour
26522,20040626,20040626," Lancaster, PA",2 minutes
26523,20000620,20040619," Southampton (UK/England),",2-3 mins
26524,20040707,20040708," Memphis, TN",2 min
26525,20040702,20040706," Rachel, NV",25 min
26526,20040703,20040704," Madison, IN",1 minute (?)
26527,20040704,20040705," Tucson, AZ",40 sec
26528,20040613,20040613," Woodridge, IL",9 Seconds
26529,20040624,20040628," Peaster, TX",20 seconds
26530,20000420,20040605," Austin, TX",0:02
26531,19990615,20040606," New Haven, WV",30seconds
26532,20040510,20040604," Edmonton (Canada), AB",30-40 seconds
26533,20040604,20040612," Eugene, OR",2-3 minutes
26534,19970620,20040605," Ocala, FL",5 minutes
26535,20040626,20040626," Lordstown, OH",20 sec
26536,20040601,20040604," Portugal,",
26537,20040515,20040521," Portland, OR",10 minutes
26538,20010821,20040523," Aegean Sea (Greece),",~50sec
26539,20040607,20040607," Christmas Valley, OR",35-40 minutes
26540,20040617,20040624," Sydney (Kings Langley) (NSW, Australia),",7 seconds
26541,20040531,20040531," Lakewood, CO",20 seconds
26542,20040614,20040614," Newark, OH",30 min
26543,20040614,20040614," Bellevue, MI",20 min.
26544,19950612,20040630," Drain, OR",est. 5 min.
26545,20040211,20040518," Wiaheke Island (New Zealand),",2-3 minutes
26546,20040621,20040621," Newark, OH",3-5sec
26547,20040614,20040615," Papillion, NE",35 minutes
26548,19750606,20040518," Shacktinsk (Khazakhstan),",10 sec
26549,19870323,20040605," Apache Junction, AZ",30 seconds
26550,19730519,20040607," Redstone Arsenal, AL",45 minutes
26551,20040620,20040621," Seattle (University District), WA",2 sec.
26552,20040605,20040708," Sacramento, CA",20:44
26553,20040528,20040529," Tempe, AZ",15 minutes
26554,20040515,20040607," Hanna City, IL",2 hours
26555,20040528,20040623," Sedona, AZ",5 seconds
26556,20040516,20040519," Gallup, NM",
26557,19870415,20040702," Huntingdon (Canada), QC",4 minutes
26558,20040705,20040706," Sparks, NV",6 minutes
26559,20040705,20040706," San Antonio, TX",3 sec
26560,20040617,20040624," Kerkrade (Netherlands),",5 min
26561,20040422,20040522," Bardstown, KY",Photo
26562,20040623,20040623," Edmonton (Canada), AB",2 hours
26563,20040621,20040623," Mansfield, TX",5 minutes
26564,19960808,20040609," Tularosa, NM",35-45sec
26565,20040504,20040523," Denver, CO",8 minutes
26566,20040614,20040622," Goodyear, AZ",10 to 15 mins
26567,20040528,20040529," Johnstown, PA",5 SEC (APPROX)
26568,20040526,20040528," Henderson, NV",20 min.
26569,20040521,20040610," Clinton, MO",5 min
26570,20040523,20040525," San Jose, CA",1 minute
26571,20040123,20040612," Midwest U. S. (in-flight),",3-5 minutes
26572,20040527,20040527," Welland (Canada), ON",5-6 minutes
26573,20001207,20040605," Hollywood, CA",20-minutes
26574,20040529,20040531," Wickenburg, AZ",3 to 5 minutes
26575,20040624,20040625," Edgewood, NM",10 SECONDS
26576,19571228,20040610," Madison, WI",1 hour
26577,20040624,20040624," Gilroy, CA",4 MIN
26578,20020313,20040615," Lac du Bonnet (Canada), MB",30 min
26579,20040627,20040629," Pearland, TX",10 sec.
26580,19650601,20040629," Scottsville, KY",4 Minutes
26581,20040601,20040605," Portugal,",45 minutes
26582,20040530,20040530," Seekonk, MA",45 seconds
26583,20040611,20040615," New Port Richey, FL",walking dogs
26584,19700610,20040605," Princess Anne, MD",5 Min
26585,20040605,20040606," Jasper, AR",30 seconds
26586,20030616,20040615," Greeley, CO",Approx 5 min.
26587,20040704,20040706," Galt, CA",2 minutes
26588,20040623,20040623," Fort Wayne, IN",Minutes
26589,20040527,20040527," Lynn, MA",3-5 minutes
26590,20040530,20040603," Chicopee, MA",1 minute
26591,20030625,20040619," Price, UT",two minutes
26592,19750609,20040618," St. George (Canada), ON",2 minutes
26593,20040424,20040605," Davie, FL",5 seconds
26594,20040604,20040604," Victorville, CA",5 minutes
26595,20040609,20040611," Chula Vista, CA",
26596,20040522,20040523," Port Orchard, WA",3 minutes
26597,20040313,20040624," Falcon, CO",10 minutes
26598,20020720,20040617," Maybrook, NY",5 seconds
26599,20030510,20040626," Acambaro (Mexico),",5 seconds
26600,20040624,20040624," Sound Beach, NY",5 sec.
26601,20001029,20040611," Dateland/Welton, AZ",10 min
26602,20040707,20040707," Englewood, CO",15 minutes
26603,20040519,20040523," Gila Bend (Yuma?), AZ",1 1/2&quot; hour
26604,20040609,20040627," Brewer, ME",2 min
26605,20040624,20040624," Valley Village, CA",30 seconds
26606,20040626,20040626," Reamstown, PA",10 seconds
26607,20040605,20040607," Lake Alpine, CA",20 seconds
26608,20040607,20040607," New Westminster (Canada), BC",5 minutes
26609,19970704,20040525," Des Peres, MO",3 min
26610,20040321,20040522," Bangalore (India),",15minutes
26611,20040515,20040523," Summerland (Canada), BC",
26612,20040529,20040531," Garfield, NJ",apx. 2 min
26613,20010513,20040517," Rugeley (UK/England),",40 minutes
26614,20040605,20040605," Hickory, NC",10 seconds
26615,20040604,20040603," Dennisport, MA",1 minute
26616,20040519,20040523," Ottawa (Canada), ON",
26617,20040604,20040603," Otterville (Canada), ON",5 min.
26618,20040601,20040603," Portugal,",About an hour
26619,20040601,20040602," Portugal,",
26620,20040627,20040628," Toronto (Canada), ON",15-20 minutes
26621,20040523,20040525," Toms River, NJ",30 seconds
26622,20040527,20040527," Hamilton (Canada), ON",10 Seconds
26623,19710722,20040604," Tucson, AZ",1 minute
26624,20020704,20040521," Henryetta, OK",15 min
26625,20010526,20040615," Bates City, MO",a few seconds
26626,20040519,20040525," Pleasant View, TN",4 mins
26627,20001005,20040528," Daphne, AL",2 minutes
26628,19670715,20040605," Marshfield, WI",30-60 seconds
26629,20040522,20040523," Dunedin, FL",3 minutes
26630,20040531,20040601," San Gabriel Mountains, CA",5 minutes
26631,20040330,20040531," Aberdeen, NC",5min
26632,20040625,20040627," Milwaukee, WI",2-4 seconds
26633,20040518,20040522," Sturbridge, MA",2 hours
26634,20040523,20040526," Hanceville, AL",10 min
26635,19650810,20040621," Hollis, NH",5-7 days
26636,20040610,20040615," Sturgis, SD",15 seconds
26637,20040528,20040527," Hasselt (Belgium),",20 seconds
26638,20040417,20040523," San Marcos, TX",8 secs
26639,20040704,20040705," Eugene, OR",1 minute
26640,19941226,20040517," West Hills, CA",5 seconds
26641,20040601,20040610," Newark, CA",seconds
26642,20040527,20040527," Unknown,",1 minute
26643,20040628,20040703," Saskatoon (Canada), SK",3 minutes
26644,20040603,20040603," Centralia, WA",3 seconds
26645,20040626,20040626," Tionesta, PA",1 minute
26646,20040523,20040523," Ohio (In-flight), OH",5seconds
26647,20040505,20040523," Seattle, WA",
26648,19960612,20040605," unknown (Out skirts of Lake Don Pedro, near modesto), CA",Seconds
26649,20040626,20040626," Granville Summit, PA",5 seconds
26650,20040520,20040523," Fairfield/Vallejo (between), CA",3.5 minutes
26651,20040702,20040702," Drums, PA",1
26652,20040626,20040627," Acton (Canada), ON",1-2 minute
26653,20000820,20040517," White Bear Lake, MN",10 minutes
26654,20040518,20040519," Palatine, IL",2 sec
26655,20040610,20040610," Sonora, CA",4 to 5 minutes
26656,20040510,20040521," Hamilton, OH",10-15min
26657,20030915,20040618," Columbus, OH",
26658,19660510,20040606," Tulsa, OK",10 min
26659,19960415,20040602," Los Angeles, CA",one minute
26660,19650201,20040620," Indianapolis, IN",unsure
26661,20040528,20040607," Tucson, AZ",2 seconds
26662,20040530,20040531," London (UK/England),",Night
26663,20040704,20040706," Arlington, MA",30 seconds
26664,19980410,20040701," Northern Ireland,",7 minutes
26665,20040425,20040519," Troy, OH",2 minutes
26666,19930114,20040614," Ridge, NY",2 minutes
26667,19670815,20040607," Gula, AK",40 min
26668,20040707,20040707," Fort Worth, TX",12 sec
26669,20040507,20040521," Nevada (on a highway in), NV",10 minutes
26670,20040519,20040524," Vicksburg, MI",
26671,20040422,20040528," Louisville, OH",Approx 20 min
26672,20040619,20040620," Avondale, AZ",5-15 secs
26673,20040626,20040626," Los Angeles, CA",5 minutes
26674,20040519,20040523," Vernon (Canada), BC",varies
26675,20040613,20040614," Parker, CO",1 minute
26676,20040706,20040708," Scotland, MD",7 sec.
26677,19640601,20040613," Los Angeles, CA",unknown
26678,20040517,20040518," Southampton (UK/England),",15 mins
26679,20040615,20040619," Kure Beach, NC",15 minutes (approximate)
26680,20040521,20040521," Harrison, OH",1 hour &amp;51 minutes
26681,20030627,20040627," Toronto (Canada), ON",5-7 SECONDS
26682,20040601,20040603," Portugal,",3 mn
26683,20040605,20040626," Polk (south of), MO",20 seconds
26684,20040626,20040627," Durban (South Africa),",3hrs
26685,20040618,20040619," Many, LA",5 minutes+
26686,20040627,20040627," Georgetown, TX",3 secs
26687,20040703,20040704," Hudson, NY",2 min
26688,20040525,20040527," Tucson, AZ",5min
26689,19791007,20040705," Wabasca (Canada), AB",unsure(missing time)
26690,20040526,20040601," Tucson, AZ",1hour
26691,19990731,20040517," Akeley, MN",32 minutes
26692,20040506,20040601," San Leandro, CA",20 min
26693,20040602,20040611," Fort Lauderdale, FL",5 min
26694,20040623,20040624," Mesa, AZ",20 sec
26695,20040622,20040622," Euclid, OH",10 seconds
26696,19950330,20040605," Hollywood, CA",5 minutes
26697,20040618,20040625," Sedona, AZ",50-60 seconds
26698,20040603,20040603," Spokane, WA",1 second
26699,20040608,20040608," Argos, IN",5min
26700,19720905,20040607," Sinop (Turkey),",30 minutes
26701,20030817,20040707," Saskatoon (Canada), SK",2-3 minutes
26702,20040603,20040603," Bellingham, WA",:30
26703,20040518,20040518," Silver City, NM",one minuet
